gene_id	symbol	lib15-rpkm-heat	lib17-rpkm-control       (right/left: >2  up expressed, < 0.5 down expressed)
424488	ARHGAP29	6.58	6.16
424489	LOC424489	0	0
424490	ABCA4	0.25	0.07
424491	TECR	3.99	12.67
424492	GCLM	121.09	135.99
424494	BCAR3	4.04	5.21
424495	FNBP1L	26.57	36.06
424496	DR1	32.7	27.64
424497	CCDC18	1.94	2.56
424499	TMED5	45.54	62.53
424500	EVI5	9.58	12.84
424501	RPAP2	3.9	5.68
424503	GLMN	5.34	6.17
424504	BTBD8	8.2	8.69
424505	ABHD7	0.07	0.3
424506	BRDT	0.01	0
424507	CDC7	6.77	16.85
424509	HFM1	0.07	0.27
424510	ZNF644	13.03	17.35
424511	LOC424511	0	0
424512	ZNF326	32.28	48.9
424513	LRRC8D	46.06	44.75
424515	LRRC8C	5.45	2.22
424516	LRRC8B	57.95	49.46
424517	CCBL2	9.88	8.42
424518	GTF2B	28.41	19.69
424519	PKN2	15.49	15.98
424521	15-Sep	40.25	54.44
424522	SH3GLB1	36.02	39.85
424523	LOC424523	24.46	34.68
424524	ODF2L	0.45	1.52
424525	LOC424525	0.44	0.33
424526	COL24A1	0.64	0.56
424527	C1orf181	9.73	7.27
424528	BCL10	15.46	18.17
424529	C8H1orf52	8.34	8.65
424530	SYDE2	6.8	10.54
424531	MCOLN2	0.16	0.44
424532	SSX2IP	2.04	2.27
424533	VTG2	0.01	0.04
424535	CTBS	15.75	15.43
424537	SPATA1	0.69	0.51
424538	GNG5	40.73	36.21
424539	BXDC5	18.39	21.72
424540	DNASE2B	2.4	3.4
424541	SAMD13	1.48	1.37
424542	PRKACB	21.9	30.18
424543	TTLL7	2.54	2.79
424545	LPHN2	0.89	1.13
424546	ELTD1	0	0
424547	TPRXL	0	0
424548	PTGFR	1.19	3.16
424549	GIPC2	11.99	24.42
424550	DNAJB4	13.63	8.66
424551	FUBP1	100.21	59.97
424553	USP33	20.5	14.73
424554	ZZZ3	14.63	18.2
424555	AK5	0.35	0.23
424556	PIGK	20.75	25.27
424557	LOC424557	0.19	0.49
424558	EBNA1BP2	62.77	63.17
424559	WDR65	0	0.05
424560	TMEM125	0	0
424561	C1orf210	6.64	14.33
424562	TIE1	0.34	1.72
424563	CDC20	22.1	58.63
424564	ELOVL1	143.43	167.17
424565	MED8	7.68	7.64
424566	KIAA0467	0.44	0.59
424567	HYI	0.61	1.57
424568	PTPRF	35.66	46.89
424571	JMJD2A	14.22	12.12
424572	ST3GAL3	7.55	5.54
424573	IPO13	15.63	18.26
424574	DPH2	3.18	5.15
424576	SLC6A9	0.36	0.36
424577	KLF1	18.3	8.42
424578	DMAP1	10.26	11.28
424579	PRNPIP	26.94	30.59
424580	C1orf164	18.08	14.89
424581	TMEM53	13.61	9.81
424582	LOC424582	0.32	0.29
424583	KIF2C	4.22	11.79
424584	RPS8	528.73	497.41
424586	PLK3	12.4	10.09
424587	EIF2B3	6.28	8.4
424588	LOC424588	9.14	20
424589	HECTD3	3.45	8.81
424590	UROD	4.7	9.57
424591	ZSWIM5	9.68	12.18
424593	LOC424593	2.62	3.83
424594	MUTYH	4.47	4.06
424595	TOE1	12.44	20.18
424596	TESK2	2.59	2.9
424597	MMACHC	4.37	7.02
424598	PRDX1	369.94	442.12
424599	AKR1A1	68.93	76.4
424600	NASP	14.34	34.61
424601	CCDC17	0	0
424603	GPBP1L1	30.15	32
424604	TMEM69	29.56	26.07
424605	IPP	9.57	7.15
424606	MAST2	9.62	10.37
424607	TSPAN1	81.81	30.05
424608	C1orf190	2.56	1.32
424611	RAD54L	4.5	6.42
424612	LRRC41	3.63	4.36
424613	NSUN4	11.97	11.87
424614	FAAH	7.87	8.27
424615	MOBKL2C	0.58	0.37
424616	ATPAF1	2.47	4.26
424617	KIAA0494	3.15	3.59
424618	CYP4B1	0	0.04
424619	PDZK1IP1	0	0.09
424620	LOC424620	0	0
424621	STIL	1.87	3.3
424623	LOC424623	1.65	0.56
424625	SLC5A9	0.99	0.81
424626	SPATA6	3.3	3.34
424628	C1orf165	8.13	8.8
424629	FAF1	7.84	12.95
424631	RNF11	28.01	19.21
424632	C1orf34	0.38	0.28
424633	EPS15	12.81	14.89
424634	OSBPL9	4.39	6.82
424635	NRD1	25.51	38.3
424636	RAB3B	1.62	5.64
424637	KTI12	2.62	3.43
424638	BTF3L4	68.32	83.71
424639	ZFYVE9	5.86	4.74
424640	ORC1L	3.04	5.28
424642	ZCCHC11	4.7	4.38
424643	GPX7	2.74	6.32
424644	LOC424644	0	0.49
424645	ZYG11B	5.45	8.09
424646	ECHDC2	2.85	6.48
424649	CPT2	9.82	18.18
424650	C8H1orf123	1.1	1.53
424652	GLIS1	5.29	3.36
424653	YIPF1	32.01	35.88
424654	C1orf41	1.39	0.93
424655	LRRC42	9.57	3.7
424656	TMEM59	70.29	61.48
424657	TCEANC2	5.66	4.75
424658	CDCP2	1.09	0.72
424659	PARS2	4.12	5.84
424660	C8H1orf177	0	0.47
424661	DHCR24	53.49	45.26
424662	TMEM61	0.47	0.8
424663	BSND	0	0
424664	PCSK9	0.03	0
424665	USP24	6.21	7.85
424666	PPAP2B	38.3	50.48
424668	C8H1orf168	1.59	1.95
424669	C8B	0.22	1.68
424670	OMA1	2.63	4.34
424671	MYSM1	7.13	6.09
424673	JUN	120.72	77.02
424675	HOOK1	15.63	29.46
424676	LOC424676	2.38	3.71
424677	LOC424677	8.55	7.9
424678	CYP2J2	7.98	8.94
424679	LOC424679	0.07	0
424682	INADL	0.03	0.11
424684	ANKRD38	0.06	0.18
424685	USP1	22.35	33.09
424687	DOCK7	4.45	5.84
424688	ATG4C	2.96	5.66
424689	ITGB3BP	1.46	5.43
424691	PGM1	21.34	37.22
424693	CACHD1	10.98	8.62
424694	RAVER2	12.77	11.27
424697	AK3L2	19.89	15.43
424698	DNAJC6	0.44	0.49
424699	LEPROT	71.43	53.91
424700	PDE4B	55.15	39.63
424701	TCTEX1D1	1.87	2.33
424702	MIER1	8.11	6.85
424703	SLC35D1	11.59	15.83
424704	IL23R	0.04	0.05
424705	IL12RB2	0.15	0.07
424706	SERBP1	139.94	131.24
424707	GPR177	56.76	44.03
424710	DEPDC1	2.53	5.98
424711	LRRC7	0.01	0.01
424713	LRRC40	5.43	9.72
424714	SRSF11	45.81	61.03
424715	ANKRD13C	21.59	17.25
424716	CTH	69.59	50.74
424717	ZRANB2	32.8	17.76
424718	TNNI3K	0.41	0.61
424719	C8H1orf173	3.2	3.84
424720	TYW3	8.49	8.64
424721	LHX8	0.33	0.38
424723	RABGGTB	19.2	22.12
424725	MSH4	2.19	3.66
424726	CCDC101	29.47	34.08
424727	LOC424727	3.31	4.1
424729	LOC424729	0.07	0.04
424730	LOC424730	0.22	0.43
424731	ARMC8	5.37	9.69
424733	PPP2R3A	3.06	3.58
424735	STAG1	3.39	6.39
424738	TMEM22	4.18	2.65
424739	SCLY	4.37	5.03
424740	LOC424740	58.08	58.95
424741	EFHD1	83.31	98.35
424743	TNRC15	7	9.81
424744	NGEF	4.46	1.39
424745	INPP5D	0.23	0.2
424746	ATG16L1	8.67	19.5
424747	DGKD	7.06	12.28
424748	LOC424748	5.89	4.38
424750	IWS1	22	20.86
424751	MYO7B	1.57	2.69
424752	LIMS2	14.63	15.3
424753	WDR33	18.67	24.36
424754	POLR2D	22.9	31.83
424755	AMMECR1L	9.59	9.79
424756	SAP130	14.95	16.94
424757	UGCGL1	15.11	17.66
424758	PLEKHB2	22.39	22.63
424759	LOC424759	24.9	27.83
424761	ARHGEF4	0.6	1.8
424762	KLHL6	0.02	0
424763	KLHL24	6.45	6.38
424764	YEATS2	1.65	2.51
424766	LOC424766	0.98	2.2
424767	PARL	18	26.03
424768	CLDN15	0.05	0.06
424770	GPC1	13.29	19.47
424771	C3orf58	25.04	9.27
424772	SLC9A9	1.23	3.03
424773	LOC424773	9.48	16.76
424776	TRPC1	10.48	8.82
424777	ATR	0.29	0.6
424778	XRN1	2.52	5.26
424779	GK5	5.19	12.66
424780	TFDP2	27.6	25.75
424781	RNF7	15.14	17.23
424782	RASA2	10.3	14.18
424783	ZBTB38	3.47	6.33
424784	SLC16A14	5	5.27
424785	TRIP12	25.08	23.07
424786	DNER	0.88	0.24
424787	PID1	5.75	12.05
424789	SPHKAP	0.54	1.14
424790	WDR69	0.9	0.18
424791	LOC424791	0.21	0.11
424792	SLC19A3	0.23	0.5
424793	HRB	47.2	42.93
424795	MRPL44	42.6	56.35
424796	C2orf33	17.43	16.52
424797	COL4A3	0.77	1
424799	COL4A4	2.2	1.71
424800	RHBDD1	7.42	3.13
424802	LOC424802	0.2	0.8
424803	DOCK10	0.42	0.81
424804	CUL3	36.62	39.12
424805	SERPINE2	16.47	12.95
424806	WDFY1	25.12	18.06
424807	AP1S3	0.5	0.32
424808	SCG2	5.17	1.79
424810	ACSL3	14.01	25.87
424811	MOGAT1	0.25	0.35
424812	FARSB	8.84	26.98
424813	SGPP2	0.38	1.45
424815	ACPL2	10.63	19.35
424816	LOC424816	1.01	0.11
424817	SLC25A36	14.6	18.48
424818	TRIM42	0	0
424819	CLSTN2	2.55	2.43
424820	NMNAT3	0.09	0.11
424821	RBP1	0.09	0.12
424822	RBP2	0	0
424823	COPB2	58.78	53.89
424824	MRPS22	20.15	22.99
424826	PIK3CB	29.66	17.24
424827	VAMP2	9.16	6.66
424829	HES6	0.05	0.03
424830	CAB39	4.2	4.92
424831	ITM2C	2.12	1.78
424832	LOC424832	0	0.08
424833	GPR35	0	0.08
424834	LOC424834	0.06	0
424835	TRPM2	0.06	0
424836	C21orf29	0.34	0.29
424837	UBE2G2	15.93	18.7
424838	LOC424838	43.4	55.2
424839	DGKG	0.02	0.07
424842	FARP2	5.43	5.29
424843	2-Sep	14.6	27.9
424844	PPP1R7	26.02	34.97
424845	PASK	0.63	0.85
424846	SNED1	0.45	0.36
424849	KIF1A	1.06	0.26
424850	ILKAP	17.44	17.55
424851	KLHL30	0	0
424852	ING5	7.19	12.26
424853	D2HGDH	1.56	4.08
424854	GAL3ST2	0.17	0
424855	TM4SF19	0.13	0.05
424856	UBXD7	10.69	8.99
424857	LRRC33	0.38	0.21
424858	CEP19	0.4	0.15
424859	PIGX	5.67	9.69
424860	PAK2	34.63	44.46
424861	AQP12	0.28	0.2
424862	SLCO2A1	6.14	8.53
424863	AMOTL2	1.24	1.59
424864	SENP2	2.56	4.59
424865	LOC424865	0.62	0.52
424866	C9H21orf2	6.58	8.89
424867	PROCR	0.35	0.81
424868	DNAJB11	21.77	16.44
424869	TBCCD1	3.71	5.14
424872	LOC424872	0.91	1.32
424873	CEP63	10.37	6.66
424874	LIPH	0.77	1.09
424875	TMEM41A	18.33	25.06
424876	MAP3K13	17.64	21.26
424877	EHHADH	17.02	62.54
424880	CCDC61	8.4	13.44
424882	PLOD2	6.05	5.46
424883	PLSCR1	62.16	33.19
424884	PLSCR5	1.21	0.33
424885	ZIC4	0.14	0.22
424886	LOC424886	0.39	0
424888	CPB1	0.87	0.58
424889	NCBP2	37.67	40.77
424890	DLG1	18.33	10.71
424891	BDH1	1.26	0.8
424892	LOC424892	0.12	0.05
424893	APOD	0.31	0.16
424894	PPP1R2	46.43	40.16
424895	ACAP2	9.94	9.02
424896	LOC424896	18.55	12.08
424897	LSG1	20.6	34.8
424898	ATP13A3	25.27	41.08
424899	CPN2	0.05	0.06
424900	OPA1	9.07	20.92
424901	ATP13A4	0	0
424902	ATP13A5	0.03	0
424903	HRASLS	0.2	0.23
424904	FCGBP	1.53	2.11
424905	MB21D2	3.71	7.93
424906	CCDC50	36.09	46.5
424907	OSTN	0.27	0.06
424908	IL1RAP	23.19	26.46
424909	LOC424909	0	0
424910	CLDN1	17.33	26.17
424912	BCL6	5.89	3.12
424913	PDCD1	0	0
424914	TCTEX1D2	2.44	0.78
424915	PCYT1A	22.77	24.58
424916	LOC424916	3.25	12.07
424917	LOC424917	2.27	6.26
424918	LOC424918	34.26	38.97
424919	LOC424919	3.04	5.63
424920	KIAA0226	1.72	3.43
424921	FYTTD1	29.51	41.58
424922	LRCH3	3.39	5.11
424923	IQCG	0.09	0.12
424924	RPL35A	64.65	73.57
424925	LOC424925	1.55	0.31
424926	PSMD1	124.84	125.16
424929	ARMC9	1.57	1.81
424930	B3GNT7	0.93	1.22
424931	PTMA	243.42	206.53
424932	PDE6D	8.63	11.49
424933	COPS7B	32.2	34.5
424934	DIS3L2	4.92	11.99
424936	ALPI	0.7	0.56
424937	ECEL1	0.49	0.11
424938	SLC12A9	1.39	1.9
424939	LOC424939	0.03	0
424940	CHRND	0	0
424941	EIF4E2	29.32	32.38
424943	LOC424943	0.07	0
424944	LOC424944	0.04	0.05
424945	CAPN10	6.11	2.43
424946	RNPEPL1	10.41	8.76
424947	ABCC5	13.35	12.38
424948	EIF2B5	22.5	32.55
424949	DVL3	15.62	15.17
424950	ABCF3	19.75	22.91
424951	VWA5B2	16.58	12.98
424952	ALG3	9.14	13.73
424953	EIF4G1	20.13	22.68
424954	POLR2H	14.41	21.15
424955	SENP5	19.65	24.48
424956	AHSG	6.68	1.15
424957	KNG1	75.05	155.25
424958	RFC4	12.81	35
424959	MCF2L2	0.09	0.37
424960	B3GNT5	4.97	5.15
424961	LAMP3	0.09	0.34
424962	MCCC1	5.78	4.43
424963	DCUN1D1	12.3	14.95
424964	ATP11B	17.78	22.18
424966	DNAJC19	0.13	0.11
424968	FXR1	43.47	32.51
424969	CCDC39	0.42	0.84
424970	TTC14	7.35	8.54
424971	PIK3CA	5.4	8.42
424973	MFN1	10.47	23.12
424974	GNB4	9.64	9.41
424975	ACTL6A	2.14	4.89
424977	MRPL47	0.53	0.49
424978	NDUFB5	67.15	82.14
424980	NLGN1	0.03	0.05
424983	ECT2	3.21	9.55
424984	FNDC3B	5.44	6.22
424986	PLD1	23.28	47.1
424987	TNIK	7.91	8.31
424989	SLC7A14	0.46	0.25
424990	CLDN11	0.07	0
424991	PRKCI	17.2	17.96
424992	GPR160	0.06	0.04
424993	TLOC1	42.37	40.38
424994	LRRC31	3.03	4.31
424995	LRRIQ4	0.06	0.15
424996	LRRC34	2.74	2.74
424997	EVI1	1.75	1.7
424998	LOC424998	0.03	0.02
425000	GOLIM4	25.32	31.21
425001	LOC425001	0.08	0
425002	SERPINI1	11.82	9.14
425003	PDCD10	33.27	48.28
425004	LOC425004	0.05	0
425007	SI	0.07	0.03
425008	SPTSSB	0.07	0.04
425009	NMD3	7.9	13.3
425010	B3GALNT1	6.08	5.88
425011	LOC425011	0.59	0.75
425012	KPNA4	92.22	92.97
425013	TRIM59	7.54	10.96
425014	IFT80	3.86	8.54
425015	LOC425015	2.7	2.94
425016	SCHIP1	0.63	0.97
425017	MFSD1	12.02	15.12
425018	GFM1	46.11	42.34
425019	MLF1	19.51	5.93
425020	RSRC1	2.97	3.63
425021	LOC425021	2.54	1.01
425024	CCNL1	27.16	40.93
425025	LEKR1	3.78	2.98
425026	TIPARP	134.65	122.94
425027	SSR3	155.07	164.66
425028	GMPS	51.03	62.77
425029	SLC33A1	33.24	31.94
425030	PLCH1	3.35	6.63
425031	MME	0	0
425032	DHX36	15.55	27.89
425033	MBNL1	84.37	93.54
425034	AADACL2	16.79	26.59
425035	IGSF10	0.09	0.04
425036	MED12L	2.14	2.62
425038	GPR87	0.04	0
425039	P2RY14	0.06	0
425040	GPR171	0.04	0
425041	SELT	71.97	108.78
425042	EIF2A	60.78	93.6
425044	COMMD2	9.65	6.75
425045	LOC425045	0.53	0.47
425046	TM4SF1	1.58	2.64
425047	HPS3	2.15	4.31
425049	TUBA3E	0.03	0
425050	GYG1	17.32	17.41
425052	TCP11L2	7.02	14.17
425053	GGNBP2	23.4	21.46
425055	CYP8B1	40.46	112.22
425056	CYP17A1	0.26	0.19
425060	CLK2	11.71	11.57
425062	RUSC1	12.22	8.72
425064	ASH1L	47.65	53.4
425065	DAP3	26.54	55.33
425066	MSTO1	12.79	18.11
425067	GON4L	14.9	17.28
425068	RIT1	64.81	59.35
425070	KIAA0907	30.39	15.72
425071	HORMAD1	0.26	0.12
425072	GOLPH3L	0.2	0.26
425073	ENSA	16.45	17.36
425074	RPRD2	61.31	48.74
425087	PHACTR4	7.16	10.64
425091	KLHL20	16.9	14.81
425096	HOXB5	0.46	0.2
425097	CCDC86	2.57	5.72
425104	ZFAND2A	121.21	131.56
425107	LGALS2	21.1	29.58
425108	TMEM231	14.18	23.33
425111	LOC425111	4.72	5.03
425119	SUV420H1	5.75	5.02
425120	LOC425120	0	0.2
425121	KLHL5	3.24	3.81
425129	MORN2	0.21	0.34
425130	LOC425130	2.87	3.97
425137	LOC425137	0.51	0.96
425176	STAMBP	6.87	8.44
425183	CSDC2	0.17	0.07
425184	C16orf14	67.78	87.57
425194	LOC425194	0	0
425199	PDE7A	6.35	8.07
425201	RTN4RL2	3	1.12
425202	TIMM10	18.79	14.32
425204	GTSE1	2.72	6.13
425210	MAP2K1IP1	28.04	25.07
425213	GRP	0.9	0.18
425215	LOC425215	28.49	26.23
425230	LOC425230	0	0
425231	ZNRF1	0.87	0.83
425232	CCDC83	0	0
425237	RRP1B	28.61	26.66
425240	SKAP1	0.09	0.12
425241	DIRAS2	0	0
425255	SPR	47.1	74.61
425256	LOC425256	1.14	1.35
425260	LOC425260	0	0
425270	DND1	0.24	0.1
425275	MCM10	0.79	1.57
425279	PA2G4	0	0
425280	ZNF639	8.07	11.34
425284	LOC425284	0.04	0
425288	MINA	0.21	0.21
425290	C10orf83	11.94	14.52
425291	PI4K2A	8.6	8.6
425294	PSMD2	62.59	72.98
425295	LOC425295	0.07	0
425297	GINS1	0.59	3.16
425300	SLAMF1	0	0
425302	KIRREL	3.32	1.05
425305	LOC425305	0.17	0.16
425306	LAP3	7.21	9.9
425311	LOC425311	0	0
425313	RNF146	6.94	9.52
425320	LOC425320	0	0
425324	LOC425324	1.24	1.61
425328	PPP1R3C	0.06	0
425332	LOC425332	54.29	25.31
425342	TEX9	0.1	0.07
425345	PYROXD2	2.2	2.07
425346	CRTAC1	0.08	0.07
425349	DUSP12	0.56	1.37
425350	MED28	3.12	5.44
425356	LOC425356	0	0
425359	MVD	17.16	20.34
425360	RNF166	16.86	18.01
425362	LOC425362	0	0
425366	E2F2	0.73	0.82
425370	PINK1	6.39	5.81
425372	LOC425372	0.03	0.06
425375	LOC425375	4.57	4.7
425389	BF2	67.13	68.6
425392	RPGRIP1L	1.06	1.26
425393	LOC425393	0	0
425402	LOC425402	0	0
425403	LOC425403	0.03	0.16
425412	LOC425412	0	0
425416	RPL30	526.29	502.86
425418	SUPT6H	20.93	25.74
425428	ZMAT3	4.83	4.47
425441	LOC425441	0	0
425447	ASPHD2	0.34	0.25
425450	TCF25	17.35	14.24
425462	LOC425462	1.51	0.57
425467	KLB	0.53	0.97
425468	RPL9	26.33	22.25
425470	LOC425470	0.05	0
425473	SMG5	19.54	22.69
425483	CDC34	11.54	9.09
425485	SFMBT2	0.01	0.01
425491	MTCH1	1.54	2.81
425493	LOC425493	0	0
425494	LOC425494	0	0
425497	LOC425497	0	0
425500	CLNS1A	3.78	2.99
425504	KCTD12	4.38	5.96
425505	PAQR7	1.73	6.81
425507	LOC425507	0	0
425514	MUM1	14.26	11.19
425522	LOC425522	0.05	0.13
425523	CERK	28.08	22.88
425524	CSPG4	0.66	1.03
425525	LOC425525	0	0
425527	DUSP3	2.47	3.2
425528	SPOP	23.82	14.74
425529	FAM117A	1.55	1.17
425530	MYST2	36.28	44.26
425531	LOC425531	0.41	0.49
425540	LOC425540	0.15	0
425541	DDI2	34.23	40.12
425542	DDOST	416.92	333.58
425543	HP1BP3	154.79	190.12
425544	EIF4G3	55.25	44.6
425565	LOC425565	0	0
425567	LOC425567	0.88	1.07
425576	TPP1	9.79	10.92
425587	FEZ1	2.29	3.39
425592	FCR/L	1.39	1.7
425593	LOC425593	1.72	1.34
425603	MLXIPL	0.56	1.8
425610	C1H11orf67	0	0
425619	YWHAZ	172.68	171.22
425623	LOC425623	0.3	0.44
425630	CDCA7	1.56	1.12
425637	LOC425637	27.13	30.01
425656	SSR2	339.53	287.95
425657	CTSS	26.54	52.61
425659	LOC425659	6.87	8.5
425660	VPS72	36.22	49.61
425661	PI4KB	41.87	50.13
425662	LOC425662	11.2	6.87
425663	LOC425663	0	0
425664	SELENBP1	13.92	46.37
425665	CGN	11.55	15.93
425666	SNX27	32.03	43.36
425667	TDRKH	3.04	1.89
425670	LOC425670	0.85	0.22
425691	LOC425691	0.07	0.09
425693	LOC425693	0	0
425711	C8orf22	3.27	5.51
425717	ABTB2	1.81	1.17
425719	LOC425719	7.33	6.74
425720	LOC425720	0.26	0.33
425721	ABCB6	2.08	5.61
425722	ATG9A	15.97	15.84
425734	HEATR1	6.25	7.51
425735	LOC425735	5.21	2.5
425742	LOC425742	0	0
425750	LOC425750	0	0
425753	LOC425753	0	0
425756	LOC425756	0	0.01
425757	LOC425757	0.38	0.43
425762	LOC425762	0	0.06
425771	ZNF692	1.5	2.24
425772	TRIM7.2	23.67	33.24
425774	CMIP	13.44	20.46
425778	SLC31A2	7.63	4.11
425783	LOC425783	2.09	3.18
425791	EHF	0.85	8.77
425792	LOC425792	0.31	0.24
425795	LOC425795	41.28	35.38
425798	LOC425798	20.37	26.37
425800	EIF2B4	9.65	10.17
425802	CD1B	0	0
425804	LOC425804	0.09	0.08
425805	NGFR	0	0
425812	LOC425812	1.75	1.86
425820	ZNF414	2.29	3.91
425827	LOC425827	0	0
425835	LOC425835	0	0
425840	LOC425840	0.45	0.38
425842	LOC425842	0.38	0.34
425843	ADAM12	0.42	0.72
425854	LOC425854	0	0
425858	VPS33B	27.25	38.1
425859	EXT2	11.44	9.24
425865	METTL22	7.05	3.29
425886	CDYL2	2.69	5.82
425900	ANKRD12	8.21	6.34
425901	LOC425901	27.03	28.75
425903	PPP4R1	35.59	41.22
425906	TPRKB	11.19	12.53
425913	GDAP2	2.7	3.5
425919	LOC425919	0.03	0.02
425933	C16orf33	14.43	23.28
425938	PLXNB2	19.92	29.45
425949	LOC425949	0	0
425953	LOC425953	0.27	0.37
425954	SLC2A6	0.04	0.1
425961	CLEC3A	0	0
425964	SOS1	2.41	2.51
425965	MAP4K3	0.27	0.3
425972	PDK1	9.95	18.51
425974	LOC425974	0.12	1.18
425975	HAPLN2	0.33	0.15
425976	BCAN	0.11	0.08
425977	PRCC	19.2	33.49
425978	SH2D2A	0	0
425979	ARHGEF11	30.09	33.7
425989	PRMT8	3.23	2.9
425991	PICALM	5.44	5.14
426003	LOC426003	0.42	0.27
426016	SYT7	4.93	4.04
426017	DAGLA	4.44	5.15
426024	MAEA	16.8	19.88
426037	LOC426037	0	0
426038	ABCF2	265.73	303.38
426039	CHPF2	41.82	41.35
426041	OTUD7B	12.08	14.59
426042	SF3B4	37.25	50.62
426045	TBL1X	30.53	28.8
426050	CCDC165	2.82	1.59
426054	IL7R	1.81	1.74
426055	CAPSL	1.64	1.96
426058	LOC426058	5.35	6.66
426060	SCO1	5.31	8.58
426061	PPIE	6.99	10.2
426064	LOC426064	0	0
426071	FRMD4B	6.52	5.88
426072	TMF1	12.11	10.1
426073	UBA3	0.38	1.13
426074	ARL6IP5	7.69	5.58
426075	LOC426075	0.08	0.02
426076	DHTKD1	6.81	4.23
426077	CLUAP1	2.28	2.58
426083	C12orf32	1.25	2.7
426085	TULP3	16.96	13.68
426093	LOC426093	0.03	0
426097	LOC426097	15.69	15.1
426102	PHRF1	10.81	13.76
426107	TRA@	2.35	1.88
426108	PLEKHO1	1.42	2.12
426109	ANP32E	227.83	332.02
426116	LOH12CR1	6	4.36
426117	CCNE1	2.14	0.75
426121	MRPL28	108.94	118.64
426136	CCDC82	0.86	2.14
426138	ATMIN	12.78	11.23
426139	LOC426139	0.31	0.43
426142	LOC426142	0	0.03
426145	SPTLC1	5.09	9.25
426146	NUP210L	0.55	0.47
426147	UBAP2L	60.81	69.63
426151	CAPRIN1	246.7	230.05
426162	TBC1D1	2.57	2.15
426163	LOC426163	0.4	0.51
426168	GZMK	0	0
426169	CDC20B	0	0
426170	GPX8	0	0
426173	LOC426173	0	0
426175	NXNL2	1.65	0.19
426193	TTC38	14.17	20.5
426196	FAM114A1	4.09	2.84
426197	LOC426197	0.86	1.23
426199	ATP6V1H	12.73	12.81
426202	LRRC2	0	0
426208	WDR76	3.71	5.25
426209	RNF217	3.24	2.09
426210	ZMIZ2	18.36	35.43
426211	LOC426211	5.86	6.83
426216	LOC426216	0	0
426218	LOC426218	0	0
426222	LOC426222	0	0.04
426223	UROS	1.96	1.51
426225	BCCIP	13.25	12.76
426226	KIAA0182	12.73	23.24
426230	PCNX	2.87	5.58
426231	NPEPPS	72.13	95.59
426232	SOCS7	11.72	18.63
426233	MRPL45	43	47.3
426242	PTPRM	3.17	5.18
426246	ANKS3	0	0.06
426248	CBX2	0.1	0.12
426249	ENPP7	0.07	0
426250	LOC426250	12.89	12.97
426252	FAM116B	3.22	3.66
426254	CDT1	12.22	19.48
426255	LOC426255	0	0.14
426257	LOC426257	0.43	0.22
426258	LSMD1	15.12	15.52
426265	SRSF7	34.99	38.43
426266	GEMIN6	15.43	19.78
426268	GALM	8.44	9.68
426270	LOC426270	2.47	3.51
426274	TLR6	0	0
426276	NCAPH2	6.97	15
426282	MED6	13.12	14.36
426284	TBL1XR1	16.66	20.74
426287	MMAB	0.9	2.22
426291	CCDC121	0.11	0.07
426292	MAPK15	0.6	0.83
426293	FAM83H	4.9	8.62
426295	LOC426295	0.06	0.04
426296	LOC426296	32.31	41.69
426297	PCYOX1	25.28	25.35
426298	C22H2orf42	4.74	4.99
426299	MXD1	9.44	10.29
426304	ANKRD46	15.02	14.18
426309	TOMM20	65.17	86.31
426311	RBM34	2.38	3.33
426312	SULF1	0.01	0
426314	SUV39H2	12.58	13.73
426315	ZC3HAV1	6.66	9.3
426317	TMEM156	0.64	0.78
426319	TBCE	2.47	4.42
426320	LOC426320	0.09	0.04
426329	PPP2R4	30.38	47.19
426335	QDPR	73.66	77.35
426340	TAPBPL	1.61	1.47
426341	FBXO40	0.07	0.07
426350	MEX3A	11.22	10.02
426353	UBQLN4	100.97	118.24
426355	LOC426355	4.4	5.07
426361	H2AFZ	122.98	196.26
426362	DNAJB14	21.69	20.32
426366	CDC123	5.31	12.28
426368	NUDT5	2.99	4.46
426369	SEC61A2	9.21	8.14
426372	LOC426372	0	0
426373	MEF2B	0	0
426376	FAM107B	0.7	0.58
426378	LOC426378	26.02	29.11
426381	EED	5.4	7.19
426384	FAM76A	17.72	25.67
426385	LOC426385	3.68	5.81
426393	CCDC89	0.05	0.12
426394	SYTL2	0.52	0.46
426399	LOC426399	0.49	0.18
426402	PUF60	62.88	59.54
426411	LOXL1	4.52	5.6
426412	MUC1	0	0
426413	SCAMP5	13.88	10.52
426415	LHPP	3.06	8.33
426416	LOC426416	0	0
426419	UNC5A	0.32	0.32
426427	LOC426427	0.07	0.06
426428	MANSC1	3.37	5.69
426429	OGDH	20.43	37.07
426430	OAT	53.01	24.2
426435	PGM2	5.13	4.94
426437	MOGAT2	0.34	0.88
426446	ADHFE1	1.28	3.74
426448	LOC426448	1.28	1.13
426454	GPR155	0.52	1.02
426455	C1H12orf59	0	0
426457	USP36	125.57	133.3
426461	FCRL2	0.92	0.59
426464	LRDD	0.76	1.83
426473	LOC426473	3.15	3.21
426479	LOC426479	1.58	1.8
426482	SHC4	1.87	2.38
426488	NDUFV2	10.6	14.33
426492	RPLP2	53.36	50.25
426495	ARL2BP	6.87	3.58
426496	CREBL2	1.52	1.59
426499	LOC426499	10.86	13.2
426504	DDX19B	94.99	101.13
426510	LOC426510	0.34	0.65
426519	RUFY1	0	0
426522	GPATCH8	17.21	16.48
426534	AK3	7.59	15.78
