ADA	comp63790_c0_seq3
CDC37L1	amisp017788
URGCP	amisp021639
NPLOC4	comp62695_c0_seq1
DENND4C	amisp006515
GPATCH2L	amisp007171
MFN1	amisp012625
PRKACB	amisp016008
PEX26	comp67494_c4_seq19
SMEK1	amisp034595
SLC30A6	amisp018464
IWS1	amisp025806
LIMS2	amisp025802
RUFY2	comp59330_c0_seq2
SCYL2	comp70379_c0_seq1
KANSL3	comp70158_c0_seq1
RABL6	amisp022749
MREG	amisp015066
TRMU	amisp020010
YEATS2	amisp004976
PKIA	amisp002194
PACS1	amisp010303
FRMD4A	comp66414_c4_seq9
NSUN5	amisp006150
RBM22	amisp023534
VAC14	amisp003541
RADIL	amisp004958
IARS2	amisp000839
PKIB	amisp003034
MAP7D1	comp67878_c1_seq1
ARHGEF40	amisp011002
CCDC94	amisp032369
POLR3B	amisp015610
CCDC88A	comp70145_c0_seq10
IPO9	amisp016921
NDC1	amisp004467
NECAP2	comp68893_c0_seq3
KBTBD4	amisp029966
PRKAG1	amisp003725
TENM3	amisp031122
DOK4	amisp002304
LMBR1L	amisp003729
WDR11	amisp015148
FAM178A	amisp031740
TSR1	amisp006397
IQCC	amisp019499
CEP72	amisp018130
ASUN	amisp025345
BTBD7	amisp033682
N4BP2	amisp009032
ATF7IP	amisp034024
PRKAR1A	amisp012429
FAM222B	amisp015204
C1orf112	amisp034653
HHAT	comp1220579_c0_seq1
ZFP64	amisp023855
DNAJC11	amisp006793
VPS35	amisp032019
ARFGAP1	comp65624_c0_seq7
CARKD	amisp009903
ENAH	amisp024585
EDEM2	amisp015977
PARVA	amisp033134
CHFR	amisp019189
COA1	amisp022000
AP5M1	amisp025865
NUP133	amisp019240
CNDP2	amisp000572
CCAR1	amisp028406
PRKAR1B	amisp029218
AGK	amisp016954
TMEM184C	amisp017089
SEPT11	amisp030793
OGDHL	comp56102_c0_seq1
TMEM30A	amisp020974
CDK5RAP2	amisp020283
INTS9	amisp031673
UGGT2	amisp000108
RCOR3	comp67082_c0_seq8
WDR12	amisp001823
PRKAR2A	amisp022278
DHX32	amisp020098
TTC17	amisp003324
EXOC1	comp64435_c0_seq20
IFT122	comp69018_c0_seq11
C1orf106	amisp016914
NGLY1	amisp028165
PRKAR2B	amisp015957
EXOC2	amisp013583
PRR11	amisp005895
TBC1D23	comp65594_c0_seq8
TDP1	amisp004359
MBD5	comp63791_c0_seq8
ZNF839	amisp025235
WDR52	amisp023465
ERMARD	comp69065_c3_seq6
RIOK2	amisp011869
CMTR2	amisp001991
MCTP2	amisp009463
FGD6	amisp033572
TXLNG	amisp003385
LMBRD1	amisp012911
DEPDC1B	comp49338_c0_seq1
PRKCB	comp71027_c2_seq4
CSGALNACT1	amisp010335
LRIF1	amisp010174
FAM63A	amisp029317
DDX28	amisp026147
PCID2	amisp033111
MBNL3	comp67955_c3_seq24
METTL2B	comp68802_c0_seq1
CACNA2D3	amisp010675
AXL	comp65266_c0_seq1
PRKCD	amisp026753
SCN3B	amisp011426
DCP1A	amisp001437
ADAP2	amisp008558
LRP2BP	amisp027686
HR	amisp029817
ST6GALNAC1	amisp022846
TRERF1	amisp028251
PRKCE	amisp009608
FOXJ2	amisp025126
ADCY10	amisp034675
SPATA7	comp62110_c0_seq1
UTP6	amisp008566
BDP1	comp69927_c1_seq14
TSNAXIP1	amisp034939
DOK5	amisp035114
KDM3A	amisp021774
RNF130	amisp031238
PRKCG	amisp034884
ALLC	amisp029862
VPS11	amisp027026
PAG1	amisp014015
PECR	amisp020718
DCAF6	comp60175_c0_seq6
VIMP	amisp006136
PRKCH	amisp022373
GLT8D1	amisp020305
EMC3	amisp018682
CAND1	amisp019534
UBAP2	comp69282_c0_seq16
CENPJ	amisp031703
EAPP	amisp027886
CENPN	amisp002208
PRKCI	amisp021573
EAF2	amisp006924
WWC3	amisp016999
ARHGAP15	amisp019104
PPP2R2D	amisp029838
BRK1	amisp018684
ITFG2	amisp021421
CISD1	amisp028203
PLGRKT	amisp012214
PKN1	amisp002912
USE1	amisp013144
PSENEN	amisp030477
TEX2	amisp008540
ZC3H15	amisp017778
ACOT13	comp70931_c0_seq45
PLK1S1	amisp003230
TMEM165	amisp030683
PKN2	amisp010680
ACTR10	amisp017437
ECHDC1	amisp015309
HDAC8	comp68278_c0_seq5
PRKD1	amisp018192
ASH1L	amisp000342
CBWD1	amisp021231
PBK	amisp023114
PRKCQ	amisp013491
WSB2	amisp016357
LMO3	comp68537_c0_seq8
ZKSCAN7	amisp026028
PRKCSH	amisp002370
GPRC5C	amisp020329
MYNN	amisp011531
ZNF395	amisp001732
UNC45A	comp69967_c5_seq3
PRKCZ	amisp006954
THSD1	amisp004557
ACSS2	amisp025830
KMT2E	comp69561_c3_seq2
RNF114	amisp018345
ZC4H2	amisp029106
CMAS	amisp003616
BIN3	amisp029797
PRKDC	amisp026110
ERBB2IP	comp66068_c0_seq6
LANCL2	amisp023180
NXT2	amisp018947
CTTNBP2NL	amisp027097
PRKG1	amisp020618
RCC2	amisp029599
NKRF	comp65404_c0_seq3
FAM212B	amisp015435
DMAP1	amisp026509
PRKG2	amisp012244
MYO5C	amisp015533
APOM	amisp020385
MAPK1	amisp015496
MAPK3	amisp016290
ZMAT5	amisp006121
LIN37	amisp030472
KLHL9	amisp014205
SULF2	amisp019901
MAPK4	amisp030507
SEPT3	amisp009116
AJAP1	amisp035030
NDUFA12	amisp003059
NSFL1C	amisp012502
C20orf24	amisp031774
MAPK6	amisp015527
GNG12	amisp030513
BAIAP2L1	amisp018229
SLC25A40	amisp029073
BCAP29	amisp015961
SLC50A1	amisp000362
KLHL7	amisp026530
MAPK7	amisp011154
MAPK8	amisp015849
CFC1	amisp005816
MAPK11	amisp025066
C19orf10	amisp032344
SMG9	amisp029880
MAPK9	amisp028654
MAPK10	amisp025299
MAPK13	amisp025022
BARX1	amisp019603
PDGFC	amisp005131
MAP2K1	amisp011983
MAP2K2	comp69568_c0_seq1
ALG1	amisp034534
MAP2K3	amisp024240
UBFD1	amisp023984
KLHL4	amisp032616
TMEM234	amisp019501
MAP2K5	amisp017342
MAP2K6	amisp012417
MAP2K7	amisp002919
PCDHGC5	comp66272_c0_seq2
EIF2AK2	amisp004039
PCDHGA6	amisp004888
DNAJC3	amisp000109
PRKRIR	amisp007942
PRKX	amisp019414
PCDHAC2	amisp006749
PCDHAC1	amisp006750
TEX15	amisp016498
TEX14	amisp014858
TEX12	comp64834_c0_seq8
TEX11	amisp009788
NDNL2	amisp030036
RNF17	amisp031705
STK31	amisp022350
TDRD1	amisp020505
PRL	amisp001224
DNAH7	amisp002323
ANKH	amisp019082
PRLR	comp70382_c6_seq1
MOSPD1	amisp011455
MTFR1L	amisp023259
LMOD3	amisp004067
FAM214A	amisp015536
PRNP	amisp007235
PROC	amisp025807
SUSD2	comp59552_c0_seq1
KIAA1217	comp70284_c0_seq10
C21orf62	comp35565_c0_seq1
PRODH	amisp022041
YLPM1	amisp007135
CRTAM	amisp003335
RNF20	amisp025162
TMX4	amisp010229
SERTAD4	amisp028244
MEPCE	amisp034283
CTNNBL1	amisp011726
GPCPD1	amisp000462
LRRC8A	amisp012397
CPXM1	amisp001388
CCBL2	amisp010683
IRGC	amisp011063
PROS1	amisp008950
WDR45B	amisp012205
PARD3	comp69344_c0_seq1
PROX1	amisp026362
PRPH	amisp003735
SLC7A10	comp69885_c0_seq23
TRPV5	comp1458121_c0_seq1
PRPS1	amisp027646
ANKRD7	amisp005351
METTL3	amisp011014
PRPS2	amisp023435
PRMT8	amisp021435
PPAN	amisp014826
PRPSAP1	amisp022859
PRPSAP2	amisp024299
PRRG1	comp67056_c0_seq1
PRRG2	amisp027606
LGMN	amisp021620
LTB4R2	amisp033797
PRSS1	amisp010442
PRSS3	amisp010443
CTPS2	amisp015469
RPRM	amisp007192
CCL28	amisp009490
EIF4ENIF1	amisp014323
KCNQ5	amisp005341
MASP1	comp66373_c1_seq1
RELN	amisp012816
TMPRSS15	amisp034603
PRSS8	amisp011160
DNAJC12	amisp011791
HTRA1	amisp004820
CHST7	amisp005461
PSAP	amisp006142
CYP26B1	amisp026977
ERO1LB	amisp011659
SLC2A9	amisp023769
DIABLO	comp29194_c0_seq2
PSD	amisp007348
INPP5E	amisp013729
ASAH2	amisp026471
PSEN1	amisp019399
PSEN2	amisp003006
BCCIP	amisp001124
EIF5A2	comp69878_c10_seq1
TMPRSS4	amisp027063
CLDND1	amisp014696
C10orf2	amisp031734
NPDC1	amisp002540
POLE4	comp56786_c1_seq2
TRIM39	amisp033084
KCNK13	amisp004358
KCNK12	amisp017708
PANX2	amisp025081
MUC13	amisp015050
AKIP1	amisp025974
C11orf16	amisp018377
TMEM9B	amisp018375
NRIP3	amisp018374
ASCL3	amisp018376
SAR1A	amisp033663
C21orf59	amisp012185
B2M	amisp011020
JPH1	amisp005147
RETN	amisp004853
SLC2A4RG	comp69864_c0_seq4
BARHL1	amisp030724
FMN2	amisp009707
PSKH1	amisp034950
PSMA1	amisp011545
PSMA2	amisp028442
IFNK	comp2298716_c0_seq1
SLAMF8	comp62767_c0_seq1
PSMA3	amisp017433
SPHK2	amisp022688
PSMA4	amisp024794
GRIPAP1	amisp030032
EMC7	amisp007956
RAD18	amisp006992
CELF4	comp67346_c0_seq3
PSMA5	amisp005680
PSMA6	amisp027904
PSMA7	amisp015766
CDC42SE1	amisp012568
FSTL5	comp67293_c0_seq1
UGGT1	amisp031335
KCMF1	amisp004639
TM9SF3	amisp014112
PSMB1	amisp028199
MDM1	comp67358_c0_seq1
C8orf4	amisp021270
UBQLN4	amisp005998
AGPAT3	amisp016177
AGPAT4	amisp016848
DPYSL5	amisp008751
WRNIP1	comp69132_c1_seq2
BDH2	amisp024325
ANKS1B	comp63645_c0_seq1
PSMB2	amisp002868
TMEM167B	amisp005664
PNO1	amisp002255
SH3GLB2	amisp012388
C15orf39	comp69514_c0_seq2
SPIRE1	comp53118_c0_seq1
PSMB3	amisp007916
STARD7	amisp002168
MAP3K7CL	amisp028935
IFT46	amisp027046
C1GALT1	amisp010845
OTOR	amisp033479
EXOSC5	comp57881_c0_seq2
SMARCAD1	amisp013010
MEIS3	amisp020665
DHX33	amisp024903
PSMB4	amisp029338
SEMA3G	comp68016_c0_seq2
MCCC1	amisp018049
NMUR2	amisp019700
PAK6	amisp013553
LXN	comp64011_c1_seq12
NCLN	amisp013158
SPPL2B	comp56859_c0_seq2
FEM1C	amisp016948
PSMB5	comp66474_c0_seq1
DUS3L	amisp033407
CA10	amisp020690
CCDC177	amisp028847
PMEPA1	amisp010691
PSMB6	amisp028597
DUSP22	amisp013586
C3orf37	amisp012753
CMC2	amisp002209
ENY2	amisp004365
OLFML3	amisp004583
MRPS22	amisp029551
C11orf30	amisp007944
MFF	comp71036_c2_seq26
SDR39U1	amisp026251
XAB2	amisp004857
PSMB7	amisp023001
SMYD2	amisp003133
C5orf15	amisp030825
PRTFDC1	amisp012673
NT5M	amisp024259
NIT2	amisp026666
MEPE	amisp021508
LHX9	amisp018287
OTUD7B	amisp019957
PSMB8	amisp015980
SHD	amisp032368
RGMA	amisp004877
WDR93	amisp005596
PARP6	comp67119_c0_seq3
C14orf132	amisp006428
ATXN7L3	amisp007300
CEACAM19	amisp007645
FAM20C	amisp029623
STOX2	amisp027420
PRDM8	amisp012239
PSMB9	amisp015982
PRDM10	amisp014871
PRDM11	amisp001870
POGLUT1	amisp011927
PSMG2	amisp012354
ADPRM	comp64717_c0_seq6
DTWD1	amisp015919
BBX	amisp011814
CDC42SE2	amisp007355
KIF15	amisp014676
TOMM22	amisp027706
CHPT1	comp68126_c13_seq9
TULP4	amisp008826
SLC12A9	amisp026864
ADCK3	amisp006969
CTNNBIP1	amisp017810
ADAMTS9	comp63098_c1_seq1
BAAT	amisp025166
PSMC1	amisp010359
ACN9	amisp009583
YAE1D1	amisp007978
CCDC47	amisp007320
ACKR3	amisp022509
PSMC2	amisp012819
CABP4	comp67313_c0_seq1
AKR1B10	amisp010045
COQ9	amisp002302
CCNL1	amisp011690
CIAPIN1	amisp002301
PSMC3	amisp029973
C16orf62	amisp021141
PDXP	amisp018474
SLC17A7	amisp027547
C1orf63	amisp023251
ANKMY2	amisp034325
RARS2	amisp021371
PSMC4	amisp025374
TWSG1	amisp003574
PLSCR3	comp30387_c0_seq1
PSMC5	amisp013947
UTP3	amisp033180
TBX20	amisp008395
PSMC6	amisp023392
PCBP4	amisp008839
DDX24	amisp013745
PSMD1	amisp002500
PSMD2	amisp020838
CASC5	amisp006525
SLC17A6	amisp033029
AGTRAP	amisp011757
ENTPD7	comp67428_c0_seq1
PSMD3	amisp022968
CASS4	amisp013907
PCNP	amisp030220
CPA6	amisp001318
PITHD1	amisp029007
RPGRIP1	amisp011007
PARP11	amisp021437
AVEN	amisp034532
BACH1	amisp028937
PSMD4	amisp012591
ANO2	amisp026422
C12orf4	amisp021441
C12orf5	amisp022371
PNPLA2	amisp016248
CYSLTR2	comp1176317_c0_seq1
NAT14	amisp031186
PDSS2	amisp004685
REXO4	amisp023614
PSMD5	amisp016310
HRASLS	amisp025263
RAB25	amisp005996
INTS12	amisp020613
CAMK1D	amisp009568
EPPIN	amisp025704
GOPC	comp56974_c0_seq2
LPAR5	amisp002952
NUP107	amisp029937
CD248	amisp006451
PLXDC1	amisp010621
RHBG	amisp006007
LYRM4	amisp013039
MRPL47	amisp012621
PSMD7	amisp009841
ATP13A1	amisp014813
CHMP1B	amisp032294
MAN1C1	amisp023256
APMAP	amisp024574
PSMD8	amisp020662
RNPEPL1	comp69025_c0_seq2
RTN4	comp29540_c0_seq1
ADCK1	amisp012953
PAK7	amisp022002
TMEM159	comp47233_c0_seq3
SCYL3	amisp034651
RALGAPB	comp70804_c2_seq2
LYRM1	amisp014607
PSMD9	amisp017826
SMIM8	amisp004753
SLURP1	amisp029531
SLC44A2	comp58499_c0_seq10
SMURF1	amisp004943
TMEM63C	amisp012923
PHTF2	amisp017389
JPH2	amisp032531
TRIM54	amisp008713
PSMD10	amisp018938
PELI2	amisp001793
PELI1	amisp013004
SALL4	comp371954_c0_seq1
ASPHD2	amisp030802
ZNFX1	amisp013310
PSMD11	amisp029991
DOLPP1	amisp012386
CAMK1G	amisp012463
CORO1B	amisp027960
VARS2	amisp006716
ZMIZ1	comp69465_c0_seq21
KIAA1191	amisp025454
PSMD12	amisp019705
ACTR3B	amisp031592
SLC39A10	amisp032634
ANKRD50	amisp018247
FAM219B	amisp004790
NIPAL3	amisp029026
RALGAPA2	amisp005839
THOC2	amisp010386
ADAMTSL3	amisp012747
KIAA1147	amisp016957
PSMD13	amisp027617
SEPN1	amisp023257
MCOLN1	amisp015011
ATP10A	amisp025099
ATP8B2	amisp000392
BAD	amisp010258
PSME1	amisp013862
ATP10D	amisp014765
PSME2	amisp013860
SLC45A4	amisp034232
GPR126	comp51704_c0_seq1
SPRYD7	amisp016399
KIAA1199	amisp035154
THAP11	amisp034945
VANGL2	amisp013082
TTC7A	comp66354_c2_seq2
KIAA1244	amisp015405
ERGIC1	amisp032651
SMEK2	amisp010465
NHSL1	comp67336_c0_seq14
LYRM2	amisp003910
SMAGP	amisp004209
PSPH	amisp029645
SNX14	comp67540_c2_seq8
PTAFR	amisp002852
PTBP1	amisp032453
PTCH1	amisp011286
PTEN	amisp027456
SLC4A10	comp67792_c0_seq4
BAG1	amisp034784
PTGDS	amisp022764
PTGER2	comp50325_c0_seq1
PBXIP1	amisp000381
PTGER3	amisp020291
CBX8	comp65365_c0_seq2
SENP7	comp58236_c0_seq1
JPH3	amisp033899
PTGER4	amisp010766
TTYH1	amisp018910
GJD2	amisp010549
PTGFR	comp58475_c1_seq1
AICDA	amisp015567
PTGFRN	amisp011918
MRS2	comp68184_c0_seq3
RHOJ	amisp015244
PTGIR	amisp031204
TMEM27	amisp024771
CLK4	comp68965_c0_seq46
PTGIS	amisp002439
S100A14	amisp000426
RAB22A	amisp008611
CYP20A1	amisp001815
SPC25	amisp020619
ABHD6	amisp021879
NMRAL1	amisp027791
LRTM1	amisp010677
MIF4GD	amisp022920
SCYL1	amisp016584
AS3MT	comp67847_c0_seq1
RHBDD2	amisp004285
C3orf14	amisp012120
WDR18	amisp032441
SLC24A3	amisp017353
PTGS1	amisp020114
PTGS2	amisp028328
PTHLH	amisp033004
NDRG3	comp70804_c2_seq6
NDRG2	amisp010990
BIRC6	amisp021851
PLEKHG5	amisp006801
PTH1R	amisp007317
TENM2	amisp023061
GALNT16	amisp013541
DSCAML1	amisp027074
UGT2A2	amisp020187
REXO1	amisp017997
KIAA1143	amisp014677
TMCC3	amisp008338
GATAD2B	amisp000416
PTH2R	amisp021749
PPM1H	amisp007085
ISY1	amisp029554
KIAA1161	amisp012269
AMIGO1	amisp005683
STRIP2	comp67784_c0_seq1
TBC1D24	comp67882_c0_seq2
SCAF4	amisp001625
HHATL	amisp010787
SLC12A5	amisp025726
PTK2	comp69572_c0_seq14
LRRC47	amisp026234
ERMN	amisp018088
CNOT6	amisp028648
ZNF512B	amisp007384
PLEKHH1	amisp001531
GRAMD1B	amisp011423
SHROOM4	amisp022779
USP31	comp70161_c6_seq6
PRR12	comp57507_c0_seq1
PLEKHG1	amisp016417
KIAA1210	amisp034904
KIAA1211	amisp016162
RNF150	amisp004272
NLN	amisp006674
ESYT2	comp69988_c9_seq3
ODF2L	comp60573_c0_seq1
AHRR	amisp023758
ARID1B	comp70147_c1_seq22
HEG1	amisp026655
RIMKLB	comp70094_c0_seq7
KIAA1239	amisp021236
MKL2	amisp006629
LRFN2	amisp021378
KIDINS220	comp56990_c0_seq2
BAI1	amisp015687
NLGN4X	amisp016337
MTA3	comp68858_c0_seq40
AARS2	amisp029199
MAVS	amisp034479
ZNF608	amisp017785
INTS2	amisp005915
MTUS1	comp69624_c1_seq26
XPO5	amisp034078
COG6	amisp004569
GPR158	amisp027517
CASKIN2	amisp022912
ARHGAP31	amisp029148
SERINC1	amisp003036
STARD9	amisp010869
HECW2	amisp006128
RPTOR	amisp020353
SRGAP1	amisp005797
CASKIN1	amisp023942
PCDH19	amisp019692
KCTD16	amisp006964
PTK6	amisp018303
CGN	amisp029337
HACE1	amisp000251
NUFIP2	amisp024316
TBC1D14	amisp025645
MIB1	amisp018379
KIAA1324	amisp005666
KIAA1328	amisp019156
SORCS2	amisp013571
ALPK3	amisp034456
WDR35	amisp016728
PTK7	amisp018558
PTCHD2	amisp011764
ZNF398	amisp024739
KLHL42	amisp004343
TXNDC16	amisp023395
CC2D2A	amisp031718
PDP2	amisp015760
IGSF9	amisp029238
TAOK1	amisp024317
NCEH1	amisp013790
MICAL3	comp69614_c1_seq4
LRRC7	amisp034311
NLGN2	amisp006345
SEMA6A	comp67577_c1_seq2
USP35	amisp018614
STAMBPL1	amisp033424
TWF1	amisp025315
IFT80	amisp018637
ARRDC3	amisp013482
KIAA1377	comp59837_c0_seq2
KLHL8	amisp022582
KLHL14	amisp019680
ZNF319	amisp024157
SIPA1L2	comp70344_c3_seq18
ARHGAP20	amisp023049
PTMA	amisp002494
TRMT5	amisp010242
CARNS1	amisp027963
PCDH10	amisp016181
KIF17	amisp018868
KIAA1407	amisp014688
UNC79	amisp031534
FAM135A	comp59923_c0_seq1
PREX1	amisp015688
KCNT1	comp69334_c0_seq5
TMEM181	comp70070_c5_seq1
ARHGAP21	amisp012672
CRAMP1L	amisp030916
SYT13	amisp001869
KIAA1430	amisp027689
KIAA1432	amisp012220
WDFY1	amisp024545
MKL1	amisp025611
ZNF687	amisp012593
HOMEZ	amisp020900
BEGAIN	amisp009147
BAHCC1	amisp020339
WDR48	amisp026344
BAI2	amisp019517
FNIP2	amisp016136
USP36	comp69159_c0_seq7
KIAA1456	amisp001642
PITPNM2	comp70466_c1_seq3
SLAIN2	comp62847_c0_seq2
KIAA1462	amisp016597
DIP2B	amisp003684
RANBP10	amisp034937
ISLR2	amisp030323
KIAA1467	comp64839_c2_seq1
KIAA1468	amisp001148
TSHZ3	amisp034989
VPS18	amisp003948
SHROOM3	amisp020191
STIM2	amisp000205
ZBTB2	amisp005706
LRFN1	amisp024760
ZFAT	amisp035177
NYAP2	amisp033520
DPP10	amisp034717
SH3RF1	amisp014711
LRCH2	comp65563_c0_seq2
LRRN1	amisp009873
EP400	comp69838_c0_seq2
ARHGAP23	amisp007931
CCDC146	amisp017376
PTN	amisp016967
COL20A1	amisp008796
ZSWIM5	amisp009281
MYH7B	amisp015975
POGK	amisp033842
USP28	comp70649_c0_seq11
DHX37	amisp017205
KIAA1522	amisp019475
PHF12	amisp024308
KIAA1524	amisp035194
UVSSA	amisp001065
GRAMD1A	amisp025377
CALCOCO1	amisp032749
ZBTB4	amisp018815
PHRF1	amisp008130
CAMSAP3	comp69403_c0_seq3
PLEKHA4	comp23969_c0_seq1
RDH14	amisp011517
FBRSL1	comp67777_c0_seq3
EPB41L5	comp69260_c0_seq2
KIAA1549	amisp018186
BEND3	amisp004686
RNF213	amisp020360
GPAM	amisp007722
ALS2	amisp013912
QSOX1	comp65338_c0_seq3
CHD8	amisp011010
ZDBF2	amisp020397
ZBTB26	amisp020125
CACHD1	amisp001783
VAT1L	amisp003455
ZSWIM6	amisp015304
LRRC4C	amisp001176
TNRC6C	comp69762_c3_seq2
USP37	amisp018000
DDX55	amisp015343
FANCM	amisp003641
KIAA1598	amisp020575
CPNE5	amisp005675
BAI3	amisp004164
PTPN1	amisp018335
FAM160B1	amisp031112
NCKAP5L	amisp003711
CWC22	amisp022503
GBA2	amisp016328
WDFY4	amisp015843
DENND1A	comp69410_c0_seq10
TLDC1	amisp021326
MIER1	amisp030523
SLC7A14	amisp021578
PTPN2	amisp012351
KIAA1614	amisp016704
SFMBT2	amisp005640
SEMA4G	amisp031737
PRX	amisp007813
PCDHB16	amisp027491
PPP4R4	amisp028860
ANO8	amisp016692
GPR107	comp70884_c0_seq1
METTL14	amisp022248
IGDCC4	amisp020686
EPG5	amisp019832
NCOA5	amisp025727
WDR19	amisp009021
SPTBN4	amisp007809
ZFYVE28	amisp029748
PTPN3	amisp013753
PTPN4	amisp003933
SCUBE2	comp62753_c0_seq1
TRIB3	amisp012525
ANKRA2	amisp018968
PTPN6	comp68260_c8_seq1
PTPN7	amisp010170
MARK4	amisp004924
SUGP1	amisp027251
BRINP2	amisp034712
GATAD1	amisp021725
RAB40C	comp61403_c1_seq2
BAK1	amisp019255
PTPN9	amisp008251
POLD4	amisp027973
CCAR2	amisp029798
PTPN11	amisp009099
HAMP	comp47542_c0_seq1
G6PC2	comp40734_c0_seq1
LSM2	amisp021120
PTPN12	amisp017384
CCNB1IP1	comp549344_c0_seq1
CCDC181	amisp019348
GRHL3	amisp029024
RAP2C	amisp017535
CATSPERG	comp59193_c0_seq1
PTPN13	comp70793_c4_seq12
SLC4A5	amisp012044
PTPN14	amisp003132
PTPRA	amisp034478
ZNF410	amisp007105
CADM3	amisp029228
SLC46A2	comp1545659_c0_seq1
PTPRB	amisp010030
PTPRC	comp70108_c0_seq1
PTPRD	amisp026297
NKX3-2	amisp010118
PTPRE	amisp004725
PTPRF	comp70822_c0_seq6
PTPRG	comp69507_c3_seq2
PTPRJ	comp63522_c0_seq1
PTPRK	comp66969_c0_seq8
PTPRM	amisp026043
PTPRN	amisp017635
PTPRN2	comp62999_c0_seq1
ACTA1	amisp019241
BARD1	amisp030462
PTPRO	comp64366_c0_seq5
PTPRR	amisp001377
PTPRS	comp69494_c0_seq58
PTPRZ1	comp67911_c3_seq8
PTS	amisp007528
PTX3	comp37307_c0_seq1
BAX	amisp027567
RAD1	amisp001488
PURA	amisp000334
PURB	amisp025510
PTBP2	comp69564_c0_seq9
NGB	amisp012926
NEUROD4	amisp012070
PVALB	amisp001887
PVRL1	amisp004411
WFDC1	amisp021328
PVRL2	amisp007652
BBS1	amisp006447
PWP2	amisp009798
PEX19	amisp011049
ABCD3	amisp031951
ABCD4	comp70131_c1_seq47
PXMP2	amisp020760
PEX2	comp69014_c0_seq14
PXN	comp66962_c0_seq2
BBS2	amisp009154
PEX5	comp60214_c0_seq1
ALDH18A1	comp69081_c0_seq21
PCYT2	comp60842_c0_seq2
PYGB	amisp030672
PYGL	amisp003172
PYGM	amisp003163
SQRDL	amisp013804
PLEKHB1	amisp013784
TP53INP2	amisp031768
SRPRB	amisp022528
ENOPH1	amisp031587
RHOU	comp70708_c7_seq2
NLRC4	amisp021847
TRAPPC1	amisp027359
PCTP	amisp019161
ABHD17C	amisp022048
RPRD1B	amisp011723
INIP	amisp006563
JAM2	comp62997_c0_seq4
OVOL2	amisp004621
PRUNE	amisp029318
MYL7	amisp025516
ZNF462	amisp006527
BBS4	amisp033292
ARHGAP22	comp56596_c1_seq1
OSTC	amisp019044
SCAF1	amisp027601
KMT2C	amisp031598
CACTIN	amisp021663
PRODH2	amisp023548
DNASE2B	amisp016003
DLGAP3	amisp002851
EPS15L1	comp62609_c0_seq10
SELK	amisp000807
FAM60A	amisp030408
RBM25	amisp019401
DMRT3	amisp020486
WIZ	comp66419_c0_seq1
MID1IP1	amisp035090
ABRACL	amisp015419
RRAGD	amisp034584
MYOZ1	amisp014088
SNX6	amisp027887
MPP4	amisp013917
QARS	amisp022290
BCAT1	amisp016405
QDPR	amisp002722
RAB1A	amisp012993
RAB2A	amisp021743
RGL2	amisp024128
RAB3A	amisp027298
RAB3B	amisp019897
RAB3IL1	amisp027633
RAB4A	amisp019245
RAB5A	amisp028338
RAB5B	amisp011397
RAB6A	amisp009007
MAP4K2	amisp003165
RAB13	amisp000407
RAB27A	amisp032716
RAB27B	amisp015510
RABGGTA	amisp013845
RABGGTB	amisp029438
RABIF	amisp016916
RAB5C	comp29465_c0_seq1
RAC1	amisp018207
RAC2	amisp018488
RAC3	comp63681_c0_seq1
RAD9A	amisp027967
RAD17	amisp027197
RAD21	amisp021242
RAD23A	amisp002354
RAD23B	amisp024891
RAD51	amisp006526
RAD51C	amisp005887
RAD51B	amisp001536
MOK	amisp025236
RAD51D	comp67198_c0_seq5
RAD52	amisp018699
RAF1	amisp018931
RAG1	amisp027676
RAG2	amisp027675
RALA	amisp007982
IL22RA1	amisp029019
TMEM8A	amisp012861
RALB	amisp003928
ACTA2	amisp033426
BCHE	amisp027521
RALGDS	amisp030709
RAN	amisp027122
RANBP1	amisp012296
RANBP2	amisp019860
RANGAP1	amisp025628
RAP1A	amisp015438
RAP1B	amisp029938
ENPP5	amisp021806
RAP1GAP	comp70162_c0_seq3
RAP1GDS1	comp60616_c0_seq6
RAP2A	amisp000097
RAP2B	comp68045_c1_seq8
RAPSN	comp54769_c0_seq1
RARA	amisp022949
RARB	amisp028169
RARG	amisp034402
RARS	amisp019969
RARRES1	amisp033596
RARRES2	amisp026994
RASA1	amisp000933
RASA2	amisp026908
RASGRF1	amisp017940
RASGRF2	comp66487_c0_seq1
RB1	amisp008023
ARID4A	comp69534_c0_seq1
HIVEP3	amisp031537
KDM5A	amisp003764
EVA1C	amisp012181
ACE2	amisp024772
MESDC1	amisp035156
NTN4	amisp009455
RBBP4	amisp019477
CACNG8	comp62978_c2_seq3
CACNG7	amisp034885
CACNG6	comp33235_c0_seq1
UBL5	amisp014819
RBBP5	comp57673_c0_seq1
BCKDHA	comp66819_c0_seq1
RBBP6	comp70343_c6_seq31
SIGIRR	comp66059_c0_seq2
RBBP7	amisp003387
RBBP8	amisp015877
RBL1	amisp031023
PRDM12	amisp030754
PRDM13	comp469961_c0_seq1
PLEKHA1	comp66053_c1_seq16
PLEKHA2	amisp027228
RBL2	amisp034136
HRH4	comp394683_c0_seq1
TRPV4	amisp008644
SCPEP1	amisp008576
SENP2	amisp022526
ALOXE3	comp70863_c0_seq1
GNB4	amisp012623
KLHL12	amisp016915
RBM3	amisp005855
RXFP1	amisp016132
LGR6	amisp010172
TMEM35	amisp014257
